path,name,sha256,size_mb,pages,producer,creator,error
D:\Общая_Рабочая\Работы Валя\Склад\Блоки автокад\Агалатово план ОВ 2007-Лист1.pdf,Агалатово план ОВ 2007-Лист1.pdf,986294ac73061028,0.17,1,pdfplot12.hdi 12.01.049.000,AutoCAD 2016 — Русский (Russian) 2016 (20.1s (LMS Tech)),
D:\Общая_Рабочая\Работы Валя\Склад\Блоки автокад\Вариант планировки 4 модуля (1).pdf,Вариант планировки 4 модуля (1).pdf,cb72588ab4765e69,0.15,1,pdfplot16.hdi 16.01.051.00000,AutoCAD 2022 — Русский (Russian) 2022 (24.1s (LMS Tech)),
D:\Общая_Рабочая\Работы Валя\Склад\Блоки автокад\Вариант планировки 4 модуля.pdf,Вариант планировки 4 модуля.pdf,cb72588ab4765e69,0.15,1,pdfplot16.hdi 16.01.051.00000,AutoCAD 2022 — Русский (Russian) 2022 (24.1s (LMS Tech)),
D:\Общая_Рабочая\Работы Валя\Склад\Блоки автокад\КП прачечная.pdf,КП прачечная.pdf,4a0d52ed708a66a8,0.21,5,Foxit PhantomPDF Printer 10.0.0.3443,,
D:\Общая_Рабочая\Работы Валя\Склад\Блоки автокад\Планировка Нью Парадайс.pdf,Планировка Нью Парадайс.pdf,6f73bd78c120fff7,0.16,1,pdfplot16.hdi 16.01.051.00000,AutoCAD 2022 — Русский (Russian) 2022 (24.1s (LMS Tech)),
D:\Общая_Рабочая\Работы Валя\Склад\Блоки автокад\скачанные все\07_Дом_Сосново Вадим.pdf,07_Дом_Сосново Вадим.pdf,1086b4858806c55e,1.15,28,,,
D:\Общая_Рабочая\Работы Валя\Склад\Блоки автокад\скачанные все\597359018.179581035141423097.1.2.pdf,597359018.179581035141423097.1.2.pdf,d1efa6ecdcaa0305,1.29,2,Microsoft: Print To PDF,,
D:\Общая_Рабочая\Работы Валя\Склад\Блоки автокад\скачанные все\Агалатово новый.pdf,Агалатово новый.pdf,ddf70930bbe0b9f1,0.16,1,pdfplot16.hdi 16.01.051.00000,AutoCAD 2022 — Русский (Russian) 2022 (24.1s (LMS Tech)),
D:\Общая_Рабочая\Работы Валя\Склад\Блоки автокад\скачанные все\Коммерческое предложение 495.pdf,Коммерческое предложение 495.pdf,1cd2edf18a64902d,0.41,3,Microsoft® Excel® 2016,Microsoft® Excel® 2016,
D:\Общая_Рабочая\Работы Валя\Склад\Блоки автокад\скачанные все\Планировки 4м.pdf,Планировки 4м.pdf,45f75243022a16eb,0.58,7,iLovePDF,,
D:\Общая_Рабочая\Работы Валя\Склад\Блоки автокад\скачанные все\Планировки 5м.pdf,Планировки 5м.pdf,2ea2464bd51e1d55,0.37,4,iLovePDF,,
D:\Общая_Рабочая\Работы Валя\Склад\Блоки автокад\скачанные все\расчет двери.pdf,расчет двери.pdf,284f708dcc8d725a,0.2,1,Microsoft® Excel® 2016,Microsoft® Excel® 2016,
D:\Общая_Рабочая\Работы Валя\Склад\Блоки автокад\скачанные все\Террасы Бриллиант исправлено.pdf,Террасы Бриллиант исправлено.pdf,bee534fd13c94281,0.07,2,GPL Ghostscript 9.53.3,PDF24 Creator,
D:\Общая_Рабочая\Работы Валя\Склад\Мебель фигма\05_Выставочный 1_2022 (1).pdf,05_Выставочный 1_2022 (1).pdf,249e80c5ded79286,0.86,23,,,
D:\Общая_Рабочая\Работы Валя\Склад\Мебель фигма\баня_микро.pdf,баня_микро.pdf,3b0af1ac3ccb3730,0.1,1,pdfplot12.hdi 12.01.049.000,AutoCAD Architecture 2016 - English 2016 (20.1s (LMS Tech)),
D:\Общая_Рабочая\Работы Валя\Склад\примерная посадка на участок.pdf,примерная посадка на участок.pdf,85963938d6e16eb3,0.34,1,GPL Ghostscript 9.53.3,PDF24 Creator,
D:\Общая_Рабочая\Работы Валя\Снетки\1FF предв.pdf,1FF предв.pdf,afd9d104126afa25,0.04,1,"PDFTron PDFNet, V6.40292",ARCHICAD (GSPublisherVersion: 0.13.100.100),
D:\Общая_Рабочая\Работы Валя\Снетки\4.66.1.pdf,4.66.1.pdf,7a6fffb9131b6827,0.14,1,"PDFTron PDFNet, V6.40292",ARCHICAD (GSPublisherVersion: 0.13.100.100),
D:\Общая_Рабочая\Работы Валя\Снетки\4.69.1.pdf,4.69.1.pdf,46bdc8dd34d02bb6,0.14,1,"PDFTron PDFNet, V6.40292",ARCHICAD (GSPublisherVersion: 0.13.100.100),
D:\Общая_Рабочая\Работы Валя\Снетки\Dbrnjhbz Dctdjkj;cr.pdf,Dbrnjhbz Dctdjkj;cr.pdf,89a36810411c141b,0.16,1,"PDFTron PDFNet, V6.40292",ARCHICAD (GSPublisherVersion: 0.14.100.100),
D:\Общая_Рабочая\Работы Валя\Снетки\Баня 1 модуль.pdf,Баня 1 модуль.pdf,9371a5d73905b502,0.06,1,"PDFTron PDFNet, V6.40292",ARCHICAD (GSPublisherVersion: 0.14.100.100),
D:\Общая_Рабочая\Работы Валя\Снетки\Дом 2 спальни 1.pdf,Дом 2 спальни 1.pdf,44529634b592f659,0.13,1,"PDFTron PDFNet, V6.40292",ARCHICAD (GSPublisherVersion: 0.14.100.100),
D:\Общая_Рабочая\Работы Валя\Снетки\Дом 2 спальни 2.pdf,Дом 2 спальни 2.pdf,0dc440db665a602c,0.13,1,"PDFTron PDFNet, V6.40292",ARCHICAD (GSPublisherVersion: 0.14.100.100),
D:\Общая_Рабочая\Работы Валя\Снетки\Дом с баней.pdf,Дом с баней.pdf,92ac3bafd3cb87e3,0.1,1,"PDFTron PDFNet, V6.40292",ARCHICAD (GSPublisherVersion: 0.14.100.100),
D:\Общая_Рабочая\Работы Валя\Снетки\Дом студия.pdf,Дом студия.pdf,153c8464cdfd0e26,0.1,1,"PDFTron PDFNet, V6.40292",ARCHICAD (GSPublisherVersion: 0.14.100.100),
D:\Общая_Рабочая\Работы Валя\Снетки\Комплект металла фланец баня снетки 1 модуль.pdf,Комплект металла фланец баня снетки 1 модуль.pdf,338f22831f1a5c70,0.02,1,pdfplot16.hdi 16.02.161.00000,AutoCAD 2023 — Русский (Russian) 2023 (24.2s (LMS Tech)),
D:\Общая_Рабочая\Работы Валя\Снетки\Разлив привязки.pdf,Разлив привязки.pdf,2bf6567225f7ef05,0.19,1,"PDFTron PDFNet, V6.40292",ARCHICAD (GSPublisherVersion: 0.14.100.100),
D:\Общая_Рабочая\Работы Валя\Снетки\Разлив раскладка плитки.pdf,Разлив раскладка плитки.pdf,990bdd48cb805c4b,0.19,1,"PDFTron PDFNet, V6.40292",ARCHICAD (GSPublisherVersion: 0.14.100.100),
D:\Общая_Рабочая\Работы Валя\Снетки\Сестрорецк раскладка плитки изм.pdf,Сестрорецк раскладка плитки изм.pdf,5f335ae2a7d4c318,0.19,1,GPL Ghostscript 9.56.1,PDF24 Creator,
D:\Общая_Рабочая\Работы Валя\Снетки\Сестрорецк раскладка плитки подтвержденная.pdf,Сестрорецк раскладка плитки подтвержденная.pdf,4effd6d751028b63,0.19,1,GPL Ghostscript 9.56.1,PDF24 Creator,
D:\Общая_Рабочая\Работы Валя\Снетки\Сестрорецк раскладка плитки.pdf,Сестрорецк раскладка плитки.pdf,c28d9dbd5359aa64,0.18,1,GPL Ghostscript 9.56.1,PDF24 Creator,
D:\Общая_Рабочая\Работы Валя\Снетки\Сестрорецк схемы от 29.09.pdf,Сестрорецк схемы от 29.09.pdf,598b9181f2f7beb8,0.68,3,GPL Ghostscript 9.56.1,PDF24 Creator,
D:\Общая_Рабочая\Работы Валя\Снетковское\2+.44.1.pdf,2+.44.1.pdf,a4e63104962fd4a3,0.11,1,"PDFTron PDFNet, V6.40292",ARCHICAD (GSPublisherVersion: 0.15.100.100),
D:\Общая_Рабочая\Работы Валя\Старый фундамент дом\1.24.1.pdf,1.24.1.pdf,202b0afbcf546805,0.17,1,"PDFTron PDFNet, V6.40292",ARCHICAD (GSPublisherVersion: 0.21.100.100),
D:\Общая_Рабочая\Работы Валя\Старый фундамент дом\3333.pdf,3333.pdf,638661b28cd8cd64,0.23,1,"PDFTron PDFNet, V6.40292",ARCHICAD (GSPublisherVersion: 0.15.100.100),
D:\Общая_Рабочая\Работы Валя\Старый фундамент дом\33334445565.pdf,33334445565.pdf,7e5e98589b2f62ac,0.22,1,"PDFTron PDFNet, V6.40292",ARCHICAD (GSPublisherVersion: 0.15.100.100),
D:\Общая_Рабочая\Работы Валя\Старый фундамент дом\4.62.1.pdf,4.62.1.pdf,457b25f4def9ecd4,0.15,1,"PDFTron PDFNet, V6.40292",ARCHICAD (GSPublisherVersion: 0.21.100.100),
D:\Общая_Рабочая\Работы Валя\Старый фундамент дом\4.62.2.pdf,4.62.2.pdf,cd55b38e03a13df1,0.13,1,"PDFTron PDFNet, V6.40292",ARCHICAD (GSPublisherVersion: 0.21.100.100),
D:\Общая_Рабочая\Работы Валя\Старый фундамент дом\4.62.3 Вариант без спальни.pdf,4.62.3 Вариант без спальни.pdf,72b99b9c04fde8a8,0.11,1,GPL Ghostscript 9.56.1,PDF24 Creator,
D:\Общая_Рабочая\Работы Валя\Старый фундамент дом\5.78.1.pdf,5.78.1.pdf,483ab46f8b80e668,0.19,1,GPL Ghostscript 9.54.0,PDF24 Creator,
D:\Общая_Рабочая\Работы Валя\Старый фундамент дом\5.78.2.pdf,5.78.2.pdf,1e95eb7247c18c1e,0.19,1,GPL Ghostscript 9.54.0,PDF24 Creator,
D:\Общая_Рабочая\Работы Валя\Старый фундамент дом\5.78.5 наложене фундамента.pdf,5.78.5 наложене фундамента.pdf,0886b1275bfa549b,0.11,1,GPL Ghostscript 9.56.1,PDF24 Creator,
D:\Общая_Рабочая\Работы Валя\Старый фундамент дом\5.78.5 размерный план 2.pdf,5.78.5 размерный план 2.pdf,892e98026a5b241f,0.11,1,GPL Ghostscript 9.56.1,PDF24 Creator,
D:\Общая_Рабочая\Работы Валя\Старый фундамент дом\5.78.5 размерный план.pdf,5.78.5 размерный план.pdf,9069c335ae10d75d,0.1,1,GPL Ghostscript 9.56.1,PDF24 Creator,
D:\Общая_Рабочая\Работы Валя\Старый фундамент дом\5.78.5 с отображением дерева .pdf,5.78.5 с отображением дерева .pdf,4e8b1ae80bc4a0ae,0.17,1,"PDFTron PDFNet, V6.40292",ARCHICAD (GSPublisherVersion: 0.17.100.100),
D:\Общая_Рабочая\Работы Валя\Старый фундамент дом\5.83.12 размерный.pdf,5.83.12 размерный.pdf,75be64d325dade67,0.19,1,GPL Ghostscript 9.56.1,PDF24 Creator,
D:\Общая_Рабочая\Работы Валя\Старый фундамент дом\5.83.12.pdf,5.83.12.pdf,4a23749f41a510bf,0.2,1,GPL Ghostscript 9.56.1,PDF24 Creator,
D:\Общая_Рабочая\Работы Валя\Старый фундамент дом\5.83.14 размерный обл.pdf,5.83.14 размерный обл.pdf,de43fa058abfd161,0.2,1,GPL Ghostscript 9.56.1,PDF24 Creator,
D:\Общая_Рабочая\Работы Валя\Старый фундамент дом\5.83.14 размерный.pdf,5.83.14 размерный.pdf,43b68d96ec97f462,0.2,1,GPL Ghostscript 9.56.1,PDF24 Creator,
D:\Общая_Рабочая\Работы Валя\Старый фундамент дом\5.83.15 размерный.pdf,5.83.15 размерный.pdf,f0b58c99795c0dfb,0.2,1,GPL Ghostscript 9.56.1,PDF24 Creator,
D:\Общая_Рабочая\Работы Валя\Старый фундамент дом\5.83.16 пустой.pdf,5.83.16 пустой.pdf,665c5d450fbc1417,0.21,1,"PDFTron PDFNet, V6.40292",ARCHICAD (GSPublisherVersion: 0.15.100.100),
D:\Общая_Рабочая\Работы Валя\Старый фундамент дом\5.83.16 размерный.pdf,5.83.16 размерный.pdf,a3912e18aa427378,0.2,1,GPL Ghostscript 9.56.1,PDF24 Creator,
D:\Общая_Рабочая\Работы Валя\Старый фундамент дом\5.83.18 размерный.pdf,5.83.18 размерный.pdf,1d54ff4aac1e32b8,0.19,1,GPL Ghostscript 9.56.1,PDF24 Creator,
D:\Общая_Рабочая\Работы Валя\Старый фундамент дом\5.83.19 размерный.pdf,5.83.19 размерный.pdf,488819512bb9197f,0.19,1,GPL Ghostscript 9.56.1,PDF24 Creator,
D:\Общая_Рабочая\Работы Валя\Старый фундамент дом\555.pdf,555.pdf,2c5231a4ed7ec05f,0.22,1,"PDFTron PDFNet, V6.40292",ARCHICAD (GSPublisherVersion: 0.15.100.100),
D:\Общая_Рабочая\Работы Валя\Старый фундамент дом\565656.pdf,565656.pdf,ee48b6a69b5ae5e3,0.24,1,"PDFTron PDFNet, V6.40292",ARCHICAD (GSPublisherVersion: 0.15.100.100),
D:\Общая_Рабочая\Работы Валя\Старый фундамент дом\низ нижней обвязки.pdf,низ нижней обвязки.pdf,b1c4c6a3c2ad3a8a,0.05,1,pdfplot16.hdi 16.02.053.00000,AutoCAD 2023 — Русский (Russian) 2023 (24.2s (LMS Tech)),
D:\Общая_Рабочая\Работы Валя\Старый фундамент дом\основа 1.pdf,основа 1.pdf,b55868a6126304a4,0.02,1,"PDFTron PDFNet, V6.40292",ARCHICAD (GSPublisherVersion: 0.21.100.100),
D:\Общая_Рабочая\Работы Валя\Старый фундамент дом\основа 2.pdf,основа 2.pdf,20fff37f15ad6058,0.02,1,"PDFTron PDFNet, V6.40292",ARCHICAD (GSPublisherVersion: 0.21.100.100),
D:\Общая_Рабочая\Работы Валя\Старый фундамент дом\разлив водорозетки.pdf,разлив водорозетки.pdf,1be0a003a8783c6d,0.2,1,"PDFTron PDFNet, V6.40292",ARCHICAD (GSPublisherVersion: 0.15.100.100),
D:\Общая_Рабочая\Работы Валя\Старый фундамент дом\Сборка\Визуализации Сестрорецк 1.pdf,Визуализации Сестрорецк 1.pdf,11535b4c997370b2,5.43,12,GPL Ghostscript 9.56.1,PDF24 Creator,
D:\Общая_Рабочая\Работы Валя\Старый фундамент дом\Сборка\План с отображением отделочных материалов.pdf,План с отображением отделочных материалов.pdf,2641b24f8b85c762,0.91,1,GPL Ghostscript 9.56.1,PDF24 Creator,
D:\Общая_Рабочая\Работы Валя\Старый фундамент дом\Сборка\Согласование плитка и ламинат.pdf,Согласование плитка и ламинат.pdf,6e1f1be492b1a1bb,45.49,1,,,
D:\Общая_Рабочая\Работы Валя\Старый фундамент дом\Сборка\Согласование чистовых покрытий пола.pdf,Согласование чистовых покрытий пола.pdf,9f15ca689b08fa19,0.37,1,GPL Ghostscript 9.56.1,PDF24 Creator,
D:\Общая_Рабочая\Работы Валя\Старый фундамент дом\узел крепления террасы.pdf,узел крепления террасы.pdf,a985ef5eabf50109,0.1,1,pdfplot16.hdi 16.02.161.00000,AutoCAD 2023 — Русский (Russian) 2023 (24.2s (LMS Tech)),
D:\Общая_Рабочая\Работы Валя\Тарховский\3.44.3.pdf,3.44.3.pdf,cd2673d058d69d44,0.29,1,"PDFTron PDFNet, V6.40292",ARCHICAD (GSPublisherVersion: 0.24.100.100),
D:\Общая_Рабочая\Работы Валя\Тарховский\Генплан 3.44.3.pdf,Генплан 3.44.3.pdf,2100ae071aecc9f1,0.14,1,pdfplot16.hdi 16.01.162.00000,AutoCAD 2022 — Русский (Russian) 2022 (24.1s (LMS Tech)),
D:\Общая_Рабочая\Работы Валя\Тарховский\Генплан с планировкой 3.44.3.pdf,Генплан с планировкой 3.44.3.pdf,602936d07e1341e8,0.19,1,"PDFTron PDFNet, V6.40292",ARCHICAD (GSPublisherVersion: 0.24.100.100),
D:\Общая_Рабочая\Работы Валя\Тарховский\Тарховский 49_100.pdf,Тарховский 49_100.pdf,95a4dedbff02367a,5.25,1,"Foxit PhantomPDF Printer, версия 7.0.6.1107",,
D:\Общая_Рабочая\Работы Валя\У озера\Планировка 1.pdf,Планировка 1.pdf,7595218bb32dfc87,0.17,1,"PDFTron PDFNet, V6.40292",ARCHICAD (GSPublisherVersion: 0.38.100.100),
D:\Общая_Рабочая\Работы Валя\Уличный су МГН\Уличный блок туалет с МГН.pdf,Уличный блок туалет с МГН.pdf,1de9643a48b3533b,0.05,1,"PDFTron PDFNet, V6.40292",ARCHICAD (GSPublisherVersion: 0.15.100.100),
D:\Общая_Рабочая\Работы Валя\Финансово-экономическое обоснование Обуховская Оборона.pdf,Финансово-экономическое обоснование Обуховская Оборона.pdf,2d886e78ea5a24ae,5.58,54,B1025 (PDF - 300X300 dpi),B1025,
D:\Общая_Рабочая\Работы Валя\Фундамент на обсуждение исправлено.pdf,Фундамент на обсуждение исправлено.pdf,0b885f2bc93a73b6,0.11,1,pdfplot16.hdi 16.01.051.00000,AutoCAD 2022 — Русский (Russian) 2022 (24.1s (LMS Tech)),
D:\Общая_Рабочая\Работы Валя\Фундамент на обсуждение.pdf,Фундамент на обсуждение.pdf,17e56645b6493799,0.53,1,pdfplot16.hdi 16.01.051.00000,AutoCAD 2022 — Русский (Russian) 2022 (24.1s (LMS Tech)),
D:\Общая_Рабочая\Работы Валя\Фундамент-Лист1.pdf,Фундамент-Лист1.pdf,60be19bda41353ad,0.23,1,pdfplot16.hdi 16.01.051.00000,AutoCAD 2022 — Русский (Russian) 2022 (24.1s (LMS Tech)),
D:\Общая_Рабочая\Работы Валя\Фундамент-Лист2.pdf,Фундамент-Лист2.pdf,bce8da16ab1d843b,0.12,1,pdfplot16.hdi 16.01.051.00000,AutoCAD 2022 — Русский (Russian) 2022 (24.1s (LMS Tech)),
D:\Общая_Рабочая\Работы Валя\Фундамент-Лист3.pdf,Фундамент-Лист3.pdf,bdc51e3ab3b5fcbc,0.23,1,pdfplot16.hdi 16.01.051.00000,AutoCAD 2022 — Русский (Russian) 2022 (24.1s (LMS Tech)),
D:\Общая_Рабочая\Работы Валя\Цветмет\Для согласования-Модули (3).pdf,Для согласования-Модули (3).pdf,4a6b97d113f3714b,0.01,1,pdfplot16.hdi 16.01.162.00000,AutoCAD 2022 — Русский (Russian) 2022 (24.1s (LMS Tech)),
D:\Общая_Рабочая\Работы Валя\Цветмет\Модуль 1 стены 3вид.pdf,Модуль 1 стены 3вид.pdf,0fe7cf25afbc99c1,1.22,1,pdfplot16.hdi 16.01.162.00000,AutoCAD 2022 — Русский (Russian) 2022 (24.1s (LMS Tech)),
D:\Общая_Рабочая\Работы Валя\Цветмет\Модуль 1 стены.pdf,Модуль 1 стены.pdf,42d628624f78e053,0.13,1,pdfplot16.hdi 16.01.162.00000,AutoCAD 2022 — Русский (Russian) 2022 (24.1s (LMS Tech)),
D:\Общая_Рабочая\Работы Валя\Цветмет\Модуль 2стены.pdf,Модуль 2стены.pdf,9444c693d0144ea2,0.09,1,pdfplot16.hdi 16.01.162.00000,AutoCAD 2022 — Русский (Russian) 2022 (24.1s (LMS Tech)),
D:\Общая_Рабочая\Работы Валя\Цветмет\Нью парадайс новое.pdf,Нью парадайс новое.pdf,44c03f9ba94ad97f,0.24,1,pdfplot16.hdi 16.01.162.00000,AutoCAD 2022 — Русский (Russian) 2022 (24.1s (LMS Tech)),
D:\Общая_Рабочая\Работы Валя\Цветмет\Обвязка пред.pdf,Обвязка пред.pdf,21828abf42728887,0.02,1,pdfplot16.hdi 16.01.162.00000,AutoCAD 2022 — Русский (Russian) 2022 (24.1s (LMS Tech)),
D:\Общая_Рабочая\Работы Валя\Цветмет\Отправить КД\01.pdf,01.pdf,69a3bf88a86a9d4b,0.09,1,pdfplot16.hdi 16.01.162.00000,AutoCAD 2022 — Русский (Russian) 2022 (24.1s (LMS Tech)),
D:\Общая_Рабочая\Работы Валя\Цветмет\Отправить КД\02.pdf,02.pdf,27791db8513f6c70,0.32,1,pdfplot16.hdi 16.01.162.00000,AutoCAD 2022 — Русский (Russian) 2022 (24.1s (LMS Tech)),
D:\Общая_Рабочая\Работы Валя\Цветмет\Отправить КД\03.pdf,03.pdf,deec751d16779dc3,0.3,1,pdfplot16.hdi 16.01.162.00000,AutoCAD 2022 — Русский (Russian) 2022 (24.1s (LMS Tech)),
D:\Общая_Рабочая\Работы Валя\Цветмет\Отправить КД\04.pdf,04.pdf,ff4e2ef6c287463a,0.25,1,pdfplot16.hdi 16.01.162.00000,AutoCAD 2022 — Русский (Russian) 2022 (24.1s (LMS Tech)),
D:\Общая_Рабочая\Работы Валя\Цветмет\Отправить КД\05.pdf,05.pdf,a1b11f1dff08c728,0.16,1,pdfplot16.hdi 16.01.162.00000,AutoCAD 2022 — Русский (Russian) 2022 (24.1s (LMS Tech)),
D:\Общая_Рабочая\Работы Валя\Цветмет\Отправить КД\06.pdf,06.pdf,90965adb0296d850,0.14,1,pdfplot16.hdi 16.01.162.00000,AutoCAD 2022 — Русский (Russian) 2022 (24.1s (LMS Tech)),
D:\Общая_Рабочая\Работы Валя\Цветмет\Отправить КД\07.pdf,07.pdf,5bf7deaaaec8d5a6,0.18,1,pdfplot16.hdi 16.01.162.00000,AutoCAD 2022 — Русский (Russian) 2022 (24.1s (LMS Tech)),
D:\Общая_Рабочая\Работы Валя\Цветмет\Отправить КД\08.pdf,08.pdf,49a98080e1f89359,0.13,1,pdfplot16.hdi 16.01.162.00000,AutoCAD 2022 — Русский (Russian) 2022 (24.1s (LMS Tech)),
D:\Общая_Рабочая\Работы Валя\Цветмет\Отправить КД\09.pdf,09.pdf,84ca67f32112255d,0.16,1,pdfplot16.hdi 16.01.162.00000,AutoCAD 2022 — Русский (Russian) 2022 (24.1s (LMS Tech)),
D:\Общая_Рабочая\Работы Валя\Цветмет\Отправить КД\10.pdf,10.pdf,e11471af887ed30a,0.15,1,pdfplot16.hdi 16.01.162.00000,AutoCAD 2022 — Русский (Russian) 2022 (24.1s (LMS Tech)),
D:\Общая_Рабочая\Работы Валя\Цветмет\Отправить КД\11.pdf,11.pdf,c213bba3604b727b,0.14,1,pdfplot16.hdi 16.01.162.00000,AutoCAD 2022 — Русский (Russian) 2022 (24.1s (LMS Tech)),
D:\Общая_Рабочая\Работы Валя\Цветмет\Отправить КД\12.pdf,12.pdf,cfdc58a5200193cf,0.06,1,pdfplot16.hdi 16.01.162.00000,AutoCAD 2022 — Русский (Russian) 2022 (24.1s (LMS Tech)),
D:\Общая_Рабочая\Работы Валя\Цветмет\Отправить КД\13.pdf,13.pdf,5fd806aa26496992,0.19,1,pdfplot16.hdi 16.01.162.00000,AutoCAD 2022 — Русский (Russian) 2022 (24.1s (LMS Tech)),
D:\Общая_Рабочая\Работы Валя\Цветмет\Отправить КД\14.pdf,14.pdf,ab3299ecfff6b918,0.04,1,pdfplot16.hdi 16.01.162.00000,AutoCAD 2022 — Русский (Russian) 2022 (24.1s (LMS Tech)),
D:\Общая_Рабочая\Работы Валя\Цветмет\Отправить КД\15.pdf,15.pdf,98d2eea5b007ec06,0.2,1,pdfplot16.hdi 16.01.162.00000,AutoCAD 2022 — Русский (Russian) 2022 (24.1s (LMS Tech)),
D:\Общая_Рабочая\Работы Валя\Цветмет\Отправить КД\16.pdf,16.pdf,78abfe7f86c21e55,0.04,1,pdfplot16.hdi 16.01.162.00000,AutoCAD 2022 — Русский (Russian) 2022 (24.1s (LMS Tech)),
D:\Общая_Рабочая\Работы Валя\Цветмет\Отправить КД\17.pdf,17.pdf,cd72b497c2a7b2e7,0.14,1,pdfplot16.hdi 16.01.162.00000,AutoCAD 2022 — Русский (Russian) 2022 (24.1s (LMS Tech)),
D:\Общая_Рабочая\Работы Валя\Цветмет\Отправить КД\18.pdf,18.pdf,1276ef3ac5f3f487,0.05,1,pdfplot16.hdi 16.01.162.00000,AutoCAD 2022 — Русский (Russian) 2022 (24.1s (LMS Tech)),
D:\Общая_Рабочая\Работы Валя\Цветмет\Отправить КД\19.pdf,19.pdf,9a9382d7b9f16bdc,0.17,1,pdfplot16.hdi 16.01.162.00000,AutoCAD 2022 — Русский (Russian) 2022 (24.1s (LMS Tech)),
D:\Общая_Рабочая\Работы Валя\Цветмет\Отправить КД\20.pdf,20.pdf,fcb891bb21168dc5,0.11,1,pdfplot16.hdi 16.01.162.00000,AutoCAD 2022 — Русский (Russian) 2022 (24.1s (LMS Tech)),
D:\Общая_Рабочая\Работы Валя\Цветмет\Отправить КД\Альбом чертежей объект Цветмет.pdf,Альбом чертежей объект Цветмет.pdf,fa607e5f9eae4877,3.93,23,GPL Ghostscript 9.56.1,PDF24 Creator,
D:\Общая_Рабочая\Работы Валя\Цветмет\Полы стандарт.pdf,Полы стандарт.pdf,ee15f6e5483230fd,0.02,1,pdfplot16.hdi 16.01.162.00000,AutoCAD 2022 — Русский (Russian) 2022 (24.1s (LMS Tech)),
D:\Общая_Рабочая\Работы Валя\Цветмет\Полы.pdf,Полы.pdf,cdbaf88fbabde9be,0.01,1,pdfplot16.hdi 16.01.162.00000,AutoCAD 2022 — Русский (Russian) 2022 (24.1s (LMS Tech)),
D:\Общая_Рабочая\Работы Валя\Цветмет\Сборка КД\1 лист.pdf,1 лист.pdf,c5dc1a95b55ec625,0.14,1,pdfplot16.hdi 16.01.162.00000,AutoCAD 2022 — Русский (Russian) 2022 (24.1s (LMS Tech)),
D:\Общая_Рабочая\Работы Валя\Цветмет\Сборка КД\1 модуль.pdf,1 модуль.pdf,22f6405eb14060df,0.06,1,pdfplot16.hdi 16.01.162.00000,AutoCAD 2022 — Русский (Russian) 2022 (24.1s (LMS Tech)),
D:\Общая_Рабочая\Работы Валя\Цветмет\Сборка КД\2 лист.pdf,2 лист.pdf,92a41d9f1fee4edc,0.11,1,pdfplot16.hdi 16.01.162.00000,AutoCAD 2022 — Русский (Russian) 2022 (24.1s (LMS Tech)),
D:\Общая_Рабочая\Работы Валя\Цветмет\Сборка КД\2 модуль.pdf,2 модуль.pdf,95259ad6c3ac5bc7,0.04,1,pdfplot16.hdi 16.01.162.00000,AutoCAD 2022 — Русский (Russian) 2022 (24.1s (LMS Tech)),
D:\Общая_Рабочая\Работы Валя\Цветмет\Сборка КД\3 лист.pdf,3 лист.pdf,220164acb2fdc8e8,0.12,1,pdfplot16.hdi 16.01.162.00000,AutoCAD 2022 — Русский (Russian) 2022 (24.1s (LMS Tech)),
D:\Общая_Рабочая\Работы Валя\Цветмет\Сборка КД\3 модуль.pdf,3 модуль.pdf,361ac9520c8c6ffb,0.04,1,pdfplot16.hdi 16.01.162.00000,AutoCAD 2022 — Русский (Russian) 2022 (24.1s (LMS Tech)),
D:\Общая_Рабочая\Работы Валя\Цветмет\Сборка КД\4 лист.pdf,4 лист.pdf,6eb7eaa31d888f2d,0.06,1,pdfplot16.hdi 16.01.162.00000,AutoCAD 2022 — Русский (Russian) 2022 (24.1s (LMS Tech)),
D:\Общая_Рабочая\Работы Валя\Цветмет\Сборка КД\4 модуль.pdf,4 модуль.pdf,5974461c6acbd8ef,0.05,1,pdfplot16.hdi 16.01.162.00000,AutoCAD 2022 — Русский (Russian) 2022 (24.1s (LMS Tech)),
D:\Общая_Рабочая\Работы Валя\Цветмет\Сборка КД\5 лист.pdf,5 лист.pdf,7cf314ca95cde35a,0.07,1,pdfplot16.hdi 16.01.162.00000,AutoCAD 2022 — Русский (Russian) 2022 (24.1s (LMS Tech)),
D:\Общая_Рабочая\Работы Валя\Цветмет\Сборка КД\Для согласования-Модули (7).pdf,Для согласования-Модули (7).pdf,444c9d320bae23c0,0.12,1,pdfplot16.hdi 16.01.162.00000,AutoCAD 2022 — Русский (Russian) 2022 (24.1s (LMS Tech)),
D:\Общая_Рабочая\Работы Валя\Цветмет\Сборка КД\Кровля.pdf,Кровля.pdf,92f2aa8106e6c541,0.03,1,pdfplot16.hdi 16.01.162.00000,AutoCAD 2022 — Русский (Russian) 2022 (24.1s (LMS Tech)),
D:\Общая_Рабочая\Работы Валя\Цветмет\Сборка КД\модули монтаж схема.pdf,модули монтаж схема.pdf,a4c2cc0981e41ff4,0.06,1,pdfplot16.hdi 16.01.162.00000,AutoCAD 2022 — Русский (Russian) 2022 (24.1s (LMS Tech)),
